20140508 0.090047	0	4388	31	4387	28	4388	46874	643894
20140508 0.090047	500	4388	25	4387	28	4388	46886	643882
20140508 0.090048	0	4389	4	4387	30	4388	46936	643864
20140508 0.090048	500	4389	4	4388	2	4388	46936	643864
20140508 0.090049	0	4389	4	4387	31	4388	46940	643862
20140508 0.090049	500	4389	4	4387	30	4388	46940	643862
20140508 0.09005	0	4389	4	4387	28	4389	46942	643864
20140508 0.09005	500	4389	4	4387	28	4389	46942	643864
20140508 0.090051	0	4390	84	4387	18	4390	46982	643882
20140508 0.090051	500	4389	20	4387	12	4387	46984	643882
20140508 0.090052	0	4388	5	4387	1	4387	47008	643868
20140508 0.090052	500	4388	1	4386	12	4387	47010	643868
20140508 0.090053	0	4389	4	4388	9	4388	47022	643880
20140508 0.090053	500	4388	22	4386	13	4386	47042	643884
20140508 0.090054	0	4387	21	4386	10	4387	47046	643884
20140508 0.090054	500	4387	22	4385	11	4386	47066	643872
20140508 0.090055	0	4387	21	4385	11	4386	47066	643872
20140508 0.090055	500	4386	1	4385	11	4386	47068	643872
20140508 0.090056	0	4386	1	4385	11	4386	47068	643872
20140508 0.090056	500	4388	12	4385	14	4386	47070	643874
20140508 0.090057	0	4387	21	4385	12	4386	47070	643874
20140508 0.090057	500	4387	21	4385	12	4386	47070	643874
20140508 0.090058	0	4387	41	4385	12	4386	47070	643874
20140508 0.090058	500	4387	42	4386	1	4386	47070	643874
20140508 0.090059	0	4387	42	4385	12	4386	47072	643874
20140508 0.090059	500	4387	41	4385	12	4386	47072	643874
20140508 0.0901	500	4387	41	4385	18	4386	47072	643874
20140508 0.090101	0	4387	36	4386	1	4387	47082	643874
20140508 0.090101	500	4387	18	4386	21	4387	47086	643874
20140508 0.090102	0	4388	22	4386	27	4387	47122	643874
20140508 0.090102	500	4388	12	4386	21	4388	47142	643874
20140508 0.090103	0	4388	17	4386	21	4388	47142	643874
20140508 0.090103	500	4388	17	4386	21	4388	47142	643874
20140508 0.090104	0	4388	12	4387	1	4388	47142	643874
20140508 0.090104	500	4388	12	4387	8	4388	47142	643874
20140508 0.090105	0	4388	12	4387	14	4388	47142	643874
20140508 0.090105	500	4389	35	4387	14	4388	47166	643894
20140508 0.090106	0	4389	34	4387	14	4388	47166	643894
20140508 0.090106	500	4388	1	4387	14	4388	47166	643894
20140508 0.090107	0	4389	34	4388	18	4388	47168	643894
20140508 0.090107	500	4389	29	4388	12	4389	47178	643890
20140508 0.090108	500	4389	19	4388	12	4389	47198	643884
20140508 0.090109	0	4390	88	4389	6	4389	47240	643868
20140508 0.090109	500	4390	87	4389	4	4389	47252	643868
20140508 0.09011	0	4388	3	4387	14	4388	47294	643844
20140508 0.09011	500	4389	1	4388	16	4388	47302	643840
20140508 0.090111	0	4390	91	4388	10	4389	47306	643844
20140508 0.090111	500	4390	91	4388	12	4389	47306	643844
20140508 0.090112	0	4390	87	4388	17	4389	47306	643844
20140508 0.090112	500	4390	76	4389	29	4390	47348	643842
20140508 0.090113	0	4391	61	4390	4	4390	47500	643854
20140508 0.090113	500	4390	11	4389	23	4389	47514	643854
20140508 0.090114	0	4391	61	4390	2	4390	47516	643854
20140508 0.090114	500	4390	44	4388	11	4390	47520	643854
20140508 0.090115	0	4390	29	4388	19	4390	47524	643852
20140508 0.090115	500	4390	15	4389	13	4390	47530	643852
20140508 0.090116	0	4391	61	4389	13	4390	47560	643822
20140508 0.090116	500	4390	8	4389	14	4390	47566	643818
20140508 0.090117	0	4390	5	4389	13	4389	47568	643818
20140508 0.090117	500	4390	6	4389	13	4389	47568	643818
20140508 0.090118	0	4390	5	4388	18	4389	47594	643810
20140508 0.090118	500	4389	1	4388	18	4389	47594	643810
20140508 0.090119	0	4389	8	4388	18	4389	47608	643808
20140508 0.090119	500	4389	8	4388	17	4389	47608	643808
20140508 0.09012	0	4389	13	4388	2	4389	47608	643808
20140508 0.09012	500	4388	10	4387	18	4388	47612	643804
20140508 0.090121	0	4389	19	4387	18	4388	47622	643794
20140508 0.090121	500	4389	15	4387	13	4389	47644	643804
20140508 0.090122	500	4389	15	4387	13	4389	47644	643804
20140508 0.090123	500	4389	25	4387	13	4389	47644	643804
20140508 0.090124	0	4389	25	4388	5	4389	47644	643804
20140508 0.090124	500	4389	25	4388	5	4389	47644	643804
20140508 0.090125	0	4389	25	4388	5	4389	47644	643804
20140508 0.090125	500	4389	25	4387	17	4388	47654	643814
20140508 0.090126	0	4388	1	4387	17	4388	47654	643814
20140508 0.090126	500	4389	26	4387	17	4388	47656	643814
20140508 0.090127	0	4389	26	4387	17	4388	47656	643814
20140508 0.090127	500	4389	26	4387	17	4388	47656	643814
20140508 0.090128	0	4389	25	4388	1	4389	47658	643816
20140508 0.090128	500	4389	26	4387	16	4387	47662	643816
20140508 0.090129	0	4389	20	4387	21	4389	47664	643818
20140508 0.090129	500	4389	19	4387	21	4389	47666	643820
20140508 0.09013	0	4389	18	4387	23	4389	47668	643820
20140508 0.09013	500	4389	15	4387	23	4389	47674	643814
20140508 0.090131	500	4389	16	4387	23	4389	47674	643814
20140508 0.090132	0	4389	14	4387	25	4389	47674	643814
20140508 0.090132	500	4389	14	4387	25	4389	47674	643814
20140508 0.090133	0	4389	23	4387	23	4389	47676	643812
20140508 0.090133	500	4389	23	4387	23	4389	47676	643812
20140508 0.090134	0	4389	28	4387	23	4389	47676	643812
20140508 0.090134	500	4389	28	4387	16	4389	47676	643812
20140508 0.090135	0	4389	28	4387	16	4389	47676	643812
20140508 0.090135	500	4389	23	4387	17	4389	47676	643812
20140508 0.090136	0	4389	23	4387	17	4389	47676	643812
20140508 0.090136	500	4388	2	4387	15	4389	47676	643812
20140508 0.090137	0	4388	2	4387	16	4389	47676	643812
20140508 0.090137	500	4389	29	4387	18	4388	47680	643812
20140508 0.090139	500	4389	29	4387	18	4388	47680	643812
20140508 0.09014	0	4389	29	4387	20	4388	47680	643812
20140508 0.09014	500	4389	29	4388	5	4388	47680	643812
20140508 0.090141	0	4389	29	4388	5	4388	47680	643812
20140508 0.090141	500	4389	29	4388	8	4388	47680	643812
20140508 0.090142	0	4389	27	4388	8	4389	47684	643816
20140508 0.090142	500	4388	82	4387	19	4388	47700	643832
20140508 0.090143	0	4388	82	4387	23	4388	47700	643832
20140508 0.090143	500	4388	72	4387	23	4388	47720	643832
20140508 0.090144	0	4388	72	4387	21	4387	47724	643830
20140508 0.090145	0	4388	72	4387	21	4387	47724	643830
20140508 0.090145	500	4388	72	4387	21	4387	47724	643830
20140508 0.090146	0	4388	69	4387	21	4388	47730	643834
20140508 0.090146	500	4388	73	4387	26	4388	47732	643834
20140508 0.090147	500	4388	72	4387	26	4388	47734	643834
20140508 0.090148	0	4388	72	4387	26	4388	47734	643834
20140508 0.090148	500	4388	72	4387	26	4388	47744	643844
20140508 0.090149	500	4388	72	4387	26	4388	47746	643844
20140508 0.09015	0	4388	70	4387	26	4388	47750	643844
20140508 0.09015	500	4388	70	4387	26	4388	47750	643844
20140508 0.090151	0	4388	70	4387	4	4387	47794	643886
20140508 0.090151	500	4388	75	4386	28	4387	47802	643886
20140508 0.090152	0	4387	3	4386	17	4387	47802	643886
20140508 0.090152	500	4388	70	4386	23	4388	47816	643886
20140508 0.090153	500	4388	69	4386	23	4388	47818	643886
20140508 0.090154	0	4388	69	4386	25	4388	47818	643886
20140508 0.090154	500	4387	1	4386	23	4388	47818	643886
20140508 0.090155	0	4387	7	4386	17	4388	47824	643886
20140508 0.090155	500	4387	12	4386	17	4388	47824	643886
20140508 0.090156	500	4387	7	4386	17	4388	47824	643886
20140508 0.090157	0	4387	6	4386	17	4387	47826	643886
20140508 0.090157	500	4387	6	4386	17	4387	47826	643886
20140508 0.090159	0	4387	5	4386	16	4386	47830	643890
20140508 0.090159	500	4387	4	4386	16	4387	47832	643890
20140508 0.0902	0	4387	4	4386	19	4387	47832	643890
20140508 0.0902	500	4387	4	4386	24	4387	47832	643890
20140508 0.090201	0	4387	1	4386	22	4387	47838	643888
20140508 0.090201	500	4388	71	4387	1	4387	47840	643888
20140508 0.090202	0	4387	13	4386	21	4387	47842	643888
20140508 0.090202	500	4387	12	4386	21	4387	47842	643888
20140508 0.090203	0	4387	12	4386	20	4386	47844	643888
20140508 0.090203	500	4386	5	4385	17	4386	47884	643912
20140508 0.090204	0	4386	10	4384	11	4385	47910	643926
20140508 0.090204	500	4385	5	4384	31	4385	47912	643926
20140508 0.090205	0	4385	5	4384	34	4385	47912	643926
20140508 0.090205	500	4386	10	4384	35	4385	47912	643926
20140508 0.090206	0	4385	20	4384	30	4385	47912	643926
20140508 0.090206	500	4385	39	4384	7	4384	47952	643904
20140508 0.090207	0	4384	12	4383	49	4384	47976	643902
20140508 0.090207	500	4384	5	4383	40	4383	47986	643912
20140508 0.090208	0	4384	10	4383	38	4384	47992	643916
20140508 0.090208	500	4384	10	4382	30	4383	48068	643968
20140508 0.090209	0	4383	19	4382	30	4383	48068	643968
20140508 0.090209	500	4384	11	4383	30	4383	48072	643970
20140508 0.09021	0	4385	6	4384	6	4384	48080	643976
20140508 0.09021	500	4385	12	4384	6	4384	48080	643976
20140508 0.090211	0	4385	12	4384	6	4384	48080	643976
20140508 0.090211	500	4384	25	4383	10	4383	48094	643974
20140508 0.090212	0	4384	20	4383	6	4383	48102	643970
20140508 0.090212	500	4384	20	4383	3	4383	48102	643970
20140508 0.090213	0	4384	21	4383	3	4383	48102	643970
20140508 0.090214	0	4385	15	4384	80	4384	48202	643920
20140508 0.090214	500	4384	6	4383	5	4384	48362	643918
20140508 0.090215	0	4385	15	4384	2	4384	48362	643918
20140508 0.090215	500	4384	1	4383	9	4384	48362	643918
20140508 0.090216	0	4384	1	4383	14	4384	48362	643918
20140508 0.090216	500	4384	1	4383	14	4384	48362	643918
20140508 0.090217	0	4385	11	4384	5	4385	48374	643908
20140508 0.090217	500	4385	3	4384	13	4385	48374	643908
20140508 0.090218	0	4385	3	4384	18	4384	48376	643906
20140508 0.090219	0	4385	3	4384	18	4384	48376	643906
20140508 0.09022	0	4385	3	4384	27	4384	48378	643904
20140508 0.09022	500	4385	3	4384	26	4384	48380	643904
20140508 0.090221	0	4385	3	4384	21	4384	48390	643904
20140508 0.090221	500	4385	4	4384	21	4384	48390	643904
20140508 0.090222	0	4385	4	4384	22	4384	48390	643904
20140508 0.090222	500	4385	10	4384	21	4384	48390	643904
20140508 0.090223	0	4385	10	4384	21	4384	48390	643904
20140508 0.090224	0	4385	10	4384	21	4384	48390	643904
20140508 0.090224	500	4385	10	4384	22	4384	48390	643904
20140508 0.090225	0	4385	5	4384	21	4384	48392	643902
20140508 0.090225	500	4385	5	4384	21	4384	48392	643902
20140508 0.090226	0	4385	2	4384	21	4385	48396	643902
20140508 0.090227	0	4386	10	4385	13	4385	48400	643900
20140508 0.090227	500	4386	15	4385	12	4385	48402	643898
20140508 0.090228	0	4386	15	4385	12	4385	48402	643898
20140508 0.090228	500	4386	5	4385	17	4385	48402	643898
20140508 0.090229	0	4386	5	4385	17	4385	48402	643898
20140508 0.090229	500	4386	2	4385	17	4385	48402	643898
20140508 0.09023	0	4386	5	4385	17	4385	48402	643898
20140508 0.090231	0	4386	2	4385	17	4385	48402	643898
20140508 0.090231	500	4386	4	4385	17	4385	48402	643898
20140508 0.090232	0	4386	4	4385	16	4385	48404	643896
20140508 0.090232	500	4386	4	4385	16	4385	48424	643896
20140508 0.090233	0	4386	3	4385	15	4385	48428	643894
20140508 0.090233	500	4387	20	4386	12	4386	48434	643888
20140508 0.090234	0	4387	8	4386	12	4386	48434	643888
20140508 0.090234	500	4387	8	4386	13	4386	48434	643888
20140508 0.090235	0	4387	8	4386	16	4386	48434	643888
20140508 0.090236	0	4387	7	4386	16	4387	48436	643888
20140508 0.090236	500	4387	7	4386	16	4387	48436	643888
20140508 0.090237	0	4387	8	4386	16	4387	48436	643888
20140508 0.090237	500	4387	8	4386	13	4387	48436	643888
20140508 0.090238	0	4387	8	4386	13	4387	48436	643888
20140508 0.090238	500	4387	8	4386	16	4387	48436	643888
20140508 0.090239	0	4387	8	4386	16	4387	48436	643888
20140508 0.090239	500	4387	8	4386	13	4386	48442	643882
20140508 0.09024	0	4387	8	4386	13	4386	48442	643882
20140508 0.09024	500	4387	8	4386	29	4386	48442	643882
20140508 0.090242	0	4387	8	4386	29	4386	48442	643882
20140508 0.090242	500	4387	8	4386	10	4386	48442	643882
20140508 0.090243	0	4387	10	4386	1	4386	48442	643882
20140508 0.090243	500	4387	10	4385	22	4386	48444	643880
20140508 0.090244	0	4387	9	4385	28	4386	48444	643880
20140508 0.090244	500	4387	9	4385	26	4386	48444	643880
20140508 0.090245	0	4387	8	4385	28	4387	48446	643880
20140508 0.090245	500	4387	8	4386	2	4387	48446	643880
20140508 0.090246	0	4387	11	4386	2	4387	48446	643880
20140508 0.090246	500	4387	12	4386	2	4387	48446	643880
20140508 0.090247	0	4387	12	4386	2	4387	48446	643880
20140508 0.090247	500	4387	12	4386	12	4387	48446	643880
20140508 0.090248	500	4387	14	4386	12	4387	48446	643880
20140508 0.09025	0	4387	14	4386	12	4387	48446	643880
20140508 0.09025	500	4387	14	4386	12	4387	48446	643880
20140508 0.090251	0	4387	14	4386	3	4386	48466	643860
20140508 0.090251	500	4386	5	4385	26	4386	48472	643854
20140508 0.090252	0	4387	15	4386	1	4386	48472	643854
20140508 0.090252	500	4386	8	4385	22	4386	48474	643854
20140508 0.090253	0	4387	15	4385	22	4386	48474	643854
20140508 0.090253	500	4386	1	4385	17	4386	48474	643854
20140508 0.090254	0	4387	15	4385	28	4386	48476	643854
20140508 0.090254	500	4387	15	4385	28	4385	48478	643852
20140508 0.090255	0	4387	15	4385	21	4385	48478	643852
20140508 0.090255	500	4387	15	4385	16	4385	48480	643852
20140508 0.090256	500	4387	15	4385	16	4385	48480	643852
20140508 0.090257	0	4386	1	4385	20	4385	48480	643852
20140508 0.090257	500	4387	16	4385	20	4385	48484	643854
20140508 0.090258	0	4386	5	4385	14	4385	48486	643854
20140508 0.090258	500	4386	2	4384	17	4385	48514	643866
20140508 0.090259	0	4385	5	4384	21	4385	48514	643866
20140508 0.090259	500	4385	4	4384	16	4385	48518	643870
20140508 0.0903	0	4385	3	4384	16	4385	48522	643874
20140508 0.0903	500	4385	1	4384	1	4385	48552	643880
20140508 0.090301	0	4384	1	4383	28	4385	48552	643880
20140508 0.090301	500	4385	14	4384	2	4384	48554	643878
20140508 0.090302	0	4385	12	4383	37	4384	48554	643878
20140508 0.090302	500	4385	11	4383	37	4384	48554	643878
20140508 0.090303	0	4385	11	4383	39	4384	48554	643878
20140508 0.090303	500	4384	2	4383	39	4384	48554	643878
