date,code,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB
2013-04-28 00:00:00,0.0,10.11,10.29,9.77,9.88,-0.025640190812417862,464302364.0,4646980534.0,147437000000.0,184296000000.0,0.031113678088403863,72.39457782,2012/12/31 0:00,2013/3/14 0:00,5.390860117000001,2.23008474,1.9906672559999998,1.038282173
2013-05-05 00:00:00,0.0,9.77,10.17,9.66,10.01,0.013157499595999989,190041305.0,1884457353.0,149377000000.0,186721000000.0,0.012734982380486955,73.34710944,2013/3/31 0:00,2013/4/27 0:00,5.337599162,2.220379692,1.6175449290000001,1.005401815
2013-05-12 00:00:00,0.0,10.03,10.21,9.89,10.03,0.001998342401091202,347909080.0,3495970034.0,149675000000.0,187094000000.0,0.023314034223484215,73.49368208,2013/3/31 0:00,2013/4/27 0:00,5.348265513,2.224816771,1.6207773380000001,1.007410952
2013-05-19 00:00:00,0.0,10.02,10.28,9.84,10.24,0.020937188581163113,416220719.0,4184522354.0,152809000000.0,191012000000.0,0.027891682836482145,75.03243316,2013/3/31 0:00,2013/4/27 0:00,5.460243157000001,2.271398179,1.654711859,1.028503305
2013-05-26 00:00:00,0.0,10.26,10.54,10.1,10.2,-0.0039055841487606324,465549839.0,4803892008.0,152212000000.0,190265000000.0,0.0311973323903503,74.73938768,2013/3/31 0:00,2013/4/27 0:00,5.438917717000001,2.262527042,1.648249242,1.0244863990000002
2013-06-02 00:00:00,0.0,10.21,10.62,10.18,10.47,0.026470641494243052,463713500.0,4858589230.0,156241000000.0,195302000000.0,0.031074304087915467,76.71778722,2013/3/31 0:00,2013/4/27 0:00,5.582889357999999,2.322417585,1.691879457,1.051605211
2013-06-09 00:00:00,0.0,9.97,10.01,9.32,9.35,-0.05705701173414368,344518093.0,3326878215.0,139528000000.0,174410000000.0,0.023086722160068227,72.34049953,2013/3/31 0:00,2013/4/27 0:00,5.264346375,2.189907377,1.595345871,0.99160376
2013-06-16 00:00:00,0.0,9.25,9.25,8.91,9.02,-0.03529400000000005,205350961.0,1851685849.0,134603000000.0,168254000000.0,0.013760953828815106,69.78731394,2013/3/31 0:00,2013/4/27 0:00,5.078546534,2.112616786,1.5390397340000002,0.956606097
2013-06-23 00:00:00,0.0,9.05,9.12,8.22,8.28,-0.08204035913077556,430516926.0,3716408081.0,123561000000.0,154451000000.0,0.028849557281666546,64.06193764,2013/3/31 0:00,2013/4/27 0:00,4.661900752,1.939296946,1.4127763619999998,0.878125789
2013-06-30 00:00:00,0.0,8.29,8.3,7.18,8.28,1.8253129852041639e-07,910944734.0,7074579257.0,123561000000.0,154451000000.0,0.0610437144205696,64.06194934,2013/3/31 0:00,2013/4/27 0:00,4.6619016030000004,1.9392973000000002,1.412776619,0.87812595
2013-07-07 00:00:00,0.0,8.22,8.28,7.95,8.11,-0.020532168237645698,384295783.0,3115810123.0,121024000000.0,151280000000.0,0.025752237573787015,62.74661862,2013/3/31 0:00,2013/4/27 0:00,4.566182655,1.899479322,1.3837692519999998,0.86009612
2013-07-14 00:00:00,0.0,8.0,8.92,7.88,8.49,0.046854802907643434,602135040.0,5091141277.0,126694000000.0,158368000000.0,0.04035018619350561,65.68659906,2013/3/31 0:00,2013/4/27 0:00,4.7801302439999995,1.9884790509999999,1.448605488,0.900395754
2013-07-21 00:00:00,0.0,8.55,8.71,8.02,8.03,-0.05418178033913379,437057750.0,3666489086.0,119830000000.0,149787000000.0,0.02928793901777518,62.12758218,2013/3/31 0:00,2013/4/27 0:00,4.521134277,1.880739716,1.3701174630000001,0.851610709
2013-07-28 00:00:00,0.0,7.9,8.23,7.82,7.97,-0.007472269761831463,403680468.0,3233411316.0,118935000000.0,148668000000.0,0.027051190397780298,61.66334813,2013/3/31 0:00,2013/4/27 0:00,4.487351142,1.8666863219999998,1.359879576,0.8452472440000001
2013-08-04 00:00:00,0.0,7.9,8.12,7.71,7.98,0.001254141797538022,320488095.0,2527463732.0,119084000000.0,148855000000.0,0.021476394797789795,61.74068271,2013/3/31 0:00,2013/4/27 0:00,4.492978916,1.869027411,1.3615850580000002,0.8463073040000001
2013-08-11 00:00:00,0.0,7.98,8.14,7.95,8.01,0.003758828193071606,314629453.0,2524984193.0,119531000000.0,149414000000.0,0.0210839189710619,61.97275533,2013/3/31 0:00,2013/4/27 0:00,4.509867252,1.876052764,1.3667030219999998,0.849488428
2013-08-18 00:00:00,0.0,8.04,9.04,8.01,8.31,0.03745351266988073,715184465.0,6000345198.0,124008000000.0,155010000000.0,0.047925802401054776,64.29385271,2013/6/30 0:00,2013/8/14 0:00,4.260876002,1.739825534,0.479962637,0.830225916
2013-08-25 00:00:00,0.0,8.24,8.78,8.23,8.42,0.013236923486750873,521899190.0,4422054307.0,125650000000.0,157062000000.0,0.034973268442499005,65.14490552,2013/6/30 0:00,2013/8/14 0:00,4.317276891000001,1.762855471,0.48631586600000004,0.841215553
2013-09-01 00:00:00,0.0,8.45,9.21,8.4,8.99,0.06769654634174627,905608349.0,8068119550.0,134156000000.0,167695000000.0,0.060686209021661344,69.55499063,2013/6/30 0:00,2013/8/14 0:00,4.609541626,1.8821946980000002,0.519237771,0.8981629409999999
2013-09-08 00:00:00,0.0,9.11,9.87,8.89,9.57,0.06451668674132094,818630136.0,7559385814.0,142811000000.0,178514000000.0,0.05485775186449223,74.04244817,2013/6/30 0:00,2013/8/14 0:00,4.90693398,2.003627664,0.552737271,0.9561094379999999
2013-09-15 00:00:00,0.0,10.28,12.4,10.18,11.91,0.24451352893683298,4084938443.0,46678220588.0,177730000000.0,222163000000.0,0.2737389121483711,92.14682847,2013/6/30 0:00,2013/8/14 0:00,6.1067457229999995,2.493541735,0.6878890120000001,1.189891131
2013-09-22 00:00:00,0.0,12.0,12.02,10.77,11.0,-0.07640579512684131,1611403415.0,18172868015.0,164151000000.0,205188000000.0,0.10798251344798386,85.10627677,2013/6/30 0:00,2013/8/14 0:00,5.640154961,2.303020696,0.635330305,1.098976553
2013-09-29 00:00:00,0.0,11.05,11.2,10.05,10.24,-0.06909028529033012,2006953142.0,21473404676.0,152809000000.0,191012000000.0,0.13448946183850427,79.22625983,2013/6/30 0:00,2013/8/14 0:00,5.250475045,2.143904339,0.5914351529999999,1.023047949
2013-10-06 00:00:00,0.0,10.34,10.37,10.02,10.09,-0.014647999999999994,256510906.0,2609512399.0,150571000000.0,188214000000.0,0.017189200055389153,78.06575357,2013/6/30 0:00,2013/8/14 0:00,5.173566087,2.112500428,0.582771811,1.008062343
2013-10-13 00:00:00,0.0,10.03,10.65,9.88,10.55,0.04558882145791299,1193645672.0,12213143720.0,157435000000.0,196794000000.0,0.0799883243217836,81.62467928,2013/6/30 0:00,2013/8/14 0:00,5.409422867000001,2.208806833,0.609339691,1.054018717
2013-10-20 00:00:00,0.0,10.45,10.5,9.8,9.88,-0.06350767120656375,978759425.0,9881445292.0,147437000000.0,184296000000.0,0.06558830632066578,76.44088598,2013/6/30 0:00,2013/8/14 0:00,5.065883019,2.068530655,0.5706419460000001,0.987080443
2013-10-27 00:00:00,0.0,9.95,10.35,9.8,10.07,0.01922949711076294,1054903181.0,10611555332.0,150272000000.0,187840000000.0,0.07069098057302758,77.91080578,2013/6/30 0:00,2013/8/14 0:00,5.163297401,2.108307459,0.5816151039999999,1.006061503
2013-11-03 00:00:00,0.0,10.08,10.69,9.92,10.42,0.0347557912259,1335172833.0,13874973063.0,155495000000.0,194369000000.0,0.08947233621569825,80.61865748,2013/9/30 0:00,2013/10/31 0:00,5.131293697,2.062250498,0.583249762,0.9930268859999999
2013-11-10 00:00:00,0.0,10.48,10.54,9.93,9.98,-0.04222660992958127,687722091.0,6971940727.0,148929000000.0,186162000000.0,0.0460854935451121,77.21440488,2013/9/30 0:00,2013/10/31 0:00,4.91461656,1.975168651,0.558621102,0.9510947270000001
2013-11-17 00:00:00,0.0,9.99,10.19,9.39,9.68,-0.030060326409943272,757804482.0,7408054639.0,144452000000.0,180566000000.0,0.05078190254035942,74.89331466,2013/9/30 0:00,2013/10/31 0:00,4.766881582,1.915794437,0.541828769,0.922504509
2013-11-24 00:00:00,0.0,9.75,10.18,9.66,10.06,0.03925599715214356,789236837.0,7866938149.0,150123000000.0,187654000000.0,0.05288811561333041,77.83332641,2013/9/30 0:00,2013/10/31 0:00,4.954010272,1.991000857,0.563098798,0.9587183429999999
2013-12-01 00:00:00,0.0,9.99,10.12,9.76,9.99,-0.006958129315580486,538312831.0,5370288099.0,149079000000.0,186348000000.0,0.036073123523031415,77.29175206,2013/9/30 0:00,2013/10/31 0:00,4.919539628,1.9771472159999999,0.559180683,0.952047457
2013-12-08 00:00:00,0.0,10.1,10.57,9.99,10.22,0.02302280030717241,1179509142.0,12115428297.0,152511000000.0,190638000000.0,0.07904074742962804,79.07122463,2013/9/30 0:00,2013/10/31 0:00,5.032801206,2.0226666819999997,0.572054589,0.973966255
2013-12-15 00:00:00,0.0,10.21,10.25,9.77,9.83,-0.038160576001396995,515953305.0,5155918571.0,146691000000.0,183364000000.0,0.03457486136266029,76.05382115,2013/9/30 0:00,2013/10/31 0:00,4.840746613,1.945480556,0.550224656,0.936799142
2013-12-22 00:00:00,0.0,9.85,9.97,9.34,9.36,-0.04781344052753245,431717449.0,4177350982.0,139677000000.0,174596000000.0,0.028930141130178912,72.41742629999999,2013/9/30 0:00,2013/10/31 0:00,4.609293863,1.852460437,0.523916522,0.892007552
2013-12-29 00:00:00,0.0,9.41,9.48,9.06,9.24,-0.012820290781087929,394392015.0,3649151687.0,137886000000.0,172358000000.0,0.026428950137069755,71.48901384,2013/9/30 0:00,2013/10/31 0:00,4.550201375,1.828711356,0.51719976,0.8805717559999999
2014-01-05 00:00:00,0.0,9.3,9.53,9.08,9.14,-0.010821632837527462,335818802.0,3116723237.0,136394000000.0,170493000000.0,0.022503804055017083,70.71538598,2013/9/30 0:00,2013/10/31 0:00,4.500960767,1.8089217130000002,0.511602814,0.871042532
2014-01-12 00:00:00,0.0,9.31,9.45,9.01,9.41,0.029540437322040036,471378869.0,4363096546.0,140423000000.0,175529000000.0,0.03158795323622199,72.8043494,2013/9/30 0:00,2013/10/31 0:00,4.633921116000001,1.862358051,0.526715785,0.8967735090000001
2014-01-19 00:00:00,0.0,9.44,9.47,9.07,9.12,-0.030817686216154327,356504511.0,3300644184.0,136096000000.0,170120000000.0,0.023889909624970607,70.56068781,2013/9/30 0:00,2013/10/31 0:00,4.491114389,1.804964485,0.5104836229999999,0.869137024
2014-01-26 00:00:00,0.0,9.1,9.38,9.04,9.23,0.012062758566975695,314890713.0,2905988644.0,137737000000.0,172172000000.0,0.021101383658639294,71.41184435,2013/9/30 0:00,2013/10/31 0:00,4.545289618,1.8267373359999999,0.516641464,0.879621214
2014-02-02 00:00:00,0.0,9.19,9.31,9.1,9.17,-0.006501586335439846,250744019.0,2309554147.0,136842000000.0,171052000000.0,0.016802755398415692,70.94755408,2013/9/30 0:00,2013/10/31 0:00,4.515738025,1.814860645,0.513282475,0.8739022809999999
2014-02-09 00:00:00,0.0,9.13,9.18,9.07,9.18,0.0010909999999999531,51136921.0,466080896.0,136991000000.0,171239000000.0,0.0034267720856114635,71.02495786,2013/9/30 0:00,2013/10/31 0:00,4.520664695,1.816840658,0.513842466,0.874855708
2014-02-16 00:00:00,0.0,9.18,9.84,9.16,9.59,0.04466229254000975,688683235.0,6550000319.0,143109000000.0,178887000000.0,0.04614994321566079,74.19709531,2013/9/30 0:00,2013/10/31 0:00,4.722567944,1.897984927,0.536791848,0.91392877
2014-02-23 00:00:00,0.0,9.62,9.73,9.2,9.29,-0.031282375765675274,617538180.0,5827092508.0,138633000000.0,173291000000.0,0.04138213623163316,71.87603389,2013/9/30 0:00,2013/10/31 0:00,4.574834799,1.83861145,0.5199997239999999,0.8853389070000001
2014-03-02 00:00:00,0.0,9.2,9.21,8.77,8.91,-0.04090521153992599,516052313.0,4616768569.0,132962000000.0,166202000000.0,0.034581505308509196,68.93592952,2013/9/30 0:00,2013/10/31 0:00,4.387700214,1.763402659,0.498729025,0.849123932
2014-03-09 00:00:00,0.0,8.91,8.92,8.62,8.73,-0.020202869521911637,452858419.0,3979220658.0,130276000000.0,162845000000.0,0.03034675610143081,67.54322593,2013/9/30 0:00,2013/10/31 0:00,4.299056079,1.727776866,0.488653268,0.8319691920000001
2014-03-16 00:00:00,0.0,8.67,9.13,8.39,8.99,0.029781526022485183,659809234.0,5763875635.0,134156000000.0,167695000000.0,0.044214832088464176,69.55476627,2013/9/30 0:00,2013/10/31 0:00,4.427088529,1.7792326969999999,0.503206108,0.8567465040000001
2014-03-23 00:00:00,0.0,9.22,9.89,8.76,9.89,0.10011160975558564,1005592447.0,9409587308.0,147586000000.0,184483000000.0,0.06738653599142196,76.51800589,2013/12/31 0:00,2014/3/20 0:00,4.508043322,1.84491033,0.598166483,0.902645252
2014-03-30 00:00:00,0.0,9.89,10.01,9.48,9.67,-0.022244916168450368,1510710367.0,14774330269.0,144303000000.0,180379000000.0,0.10123538144660886,74.81586926,2013/12/31 0:00,2014/3/20 0:00,4.407762276000001,1.8038704540000001,0.584860319,0.8825659840000001
2014-04-06 00:00:00,0.0,9.7,10.04,9.57,9.73,0.006205803267144816,766886577.0,7497420469.0,145199000000.0,181498000000.0,0.05139020512682595,75.28016183,2013/12/31 0:00,2014/3/20 0:00,4.435115982,1.815064919,0.5884898470000001,0.888043015
2014-04-13 00:00:00,0.0,9.71,10.41,9.71,10.25,0.05344267008172454,996675767.0,10100258229.0,152958000000.0,191198000000.0,0.06678909643006577,79.30333468,2013/12/31 0:00,2014/3/20 0:00,4.672140422,1.912066835,0.619940316,0.935502405
2014-04-20 00:00:00,0.0,10.25,10.29,9.63,9.78,-0.04585379005479595,673771179.0,6674710049.0,145945000000.0,182431000000.0,0.0451504479812258,75.66697622,2013/12/31 0:00,2014/3/20 0:00,4.457905076,1.824391324,0.591513703,0.892606074
2014-04-27 00:00:00,0.0,9.74,10.06,9.66,9.84,0.006134849197714676,671926302.0,6640935869.0,146840000000.0,183550000000.0,0.04502693279542359,76.13118171,2013/12/31 0:00,2014/3/20 0:00,4.485253651,1.8355836890000001,0.59514255,0.898082078
2014-05-04 00:00:00,0.0,9.82,10.02,9.65,9.77,-0.007112817848596742,354427369.0,3465578231.0,145796000000.0,182244000000.0,0.023750688600030177,75.58967448,2014/3/31 0:00,2014/4/30 0:00,4.265014094,1.7305245580000002,1.4189262980000001,0.840981285
2014-05-11 00:00:00,0.0,9.77,9.87,9.58,9.76,-0.0010238462365230738,388334717.0,3778618266.0,145646000000.0,182058000000.0,0.026023006728094145,75.51228228,2014/3/31 0:00,2014/4/30 0:00,4.260647375,1.7287527669999998,1.417473536,0.840120249
2014-05-18 00:00:00,0.0,9.85,9.96,9.7,9.75,-0.0010251190674251953,437696415.0,4306139373.0,145497000000.0,181871000000.0,0.029330776897461806,75.43487320000001,2014/3/31 0:00,2014/4/30 0:00,4.256279704,1.726980589,1.416020457,0.8392590259999999
2014-05-25 00:00:00,0.0,9.72,9.73,9.41,9.7,-0.005128002732328607,374507720.0,3589678094.0,144751000000.0,180939000000.0,0.025096371589833574,75.04804296,2014/3/31 0:00,2014/4/30 0:00,4.23445349,1.7181246280000002,1.4087591,0.834955303
2014-06-01 00:00:00,0.0,9.76,9.78,9.55,9.57,-0.013402756962146212,365378786.0,3529162270.0,142811000000.0,178514000000.0,0.024484633410731666,74.04219228,2014/3/31 0:00,2014/4/30 0:00,4.177700139,1.695097021,1.3898778440000001,0.8237646000000001
2014-06-08 00:00:00,0.0,9.59,9.64,9.4,9.51,-0.006270732600128226,266814043.0,2541482201.0,141916000000.0,177395000000.0,0.017879601658234448,73.57789349,2014/3/31 0:00,2014/4/30 0:00,4.151502899,1.684467521,1.381162292,0.8185989929999999
2014-06-15 00:00:00,0.0,9.46,9.78,9.46,9.73,0.023133308653958462,345365930.0,3324320629.0,145199000000.0,181498000000.0,0.02314348238555362,75.27999361,2014/3/31 0:00,2014/4/30 0:00,4.2475408969999995,1.723434828,1.413113146,0.8375358959999999
2014-06-22 00:00:00,0.0,9.73,9.87,9.6,9.7,-0.0030836222545572722,402826637.0,3924997425.0,144751000000.0,180939000000.0,0.02699406828899282,75.04785855,2014/3/31 0:00,2014/4/30 0:00,4.234443085,1.718120406,1.4087556380000001,0.834953252
2014-06-29 00:00:00,0.0,9.71,9.77,8.96,8.97,-0.00774415354107838,301888581.0,2781056735.0,133857000000.0,167322000000.0,0.020230100566798897,74.46667641,2014/3/31 0:00,2014/4/30 0:00,4.201650908,1.7048150180000001,1.397846018,0.8284872459999999
2014-07-06 00:00:00,0.0,8.98,9.1,8.98,9.07,0.011148932871466455,248309552.0,2248549392.0,135350000000.0,169187000000.0,0.016639583573254527,75.29690039,2014/3/31 0:00,2014/4/30 0:00,4.2484948319999996,1.7238218859999999,1.41343051,0.8377239940000001
2014-07-13 00:00:00,0.0,9.07,9.08,8.9,8.94,-0.014333404100042246,273000027.0,2453604738.0,133410000000.0,166762000000.0,0.018294132684056667,74.21763948,2014/3/31 0:00,2014/4/30 0:00,4.187599438,1.699113651,1.393171239,0.825716558
2014-07-20 00:00:00,0.0,8.93,9.05,8.9,9.02,0.008948046870440374,268501657.0,2416222678.0,134603000000.0,168254000000.0,0.017992800651842826,74.88174240000001,2014/3/31 0:00,2014/4/30 0:00,4.225070274,1.714317399,1.405637401,0.8331051079999999
2014-07-27 00:00:00,0.0,9.01,9.44,8.96,9.39,0.041020929707794584,609121260.0,5607963001.0,140125000000.0,175156000000.0,0.040818188270472795,77.95346109,2014/3/31 0:00,2014/4/30 0:00,4.398386585,1.784640293,1.463297954,0.8672798540000001
2014-08-03 00:00:00,0.0,9.44,9.96,9.44,9.76,0.03940412660842485,1013954261.0,9908164775.0,145646000000.0,182058000000.0,0.06794689581148812,81.02514914,2014/3/31 0:00,2014/4/30 0:00,4.571701167,1.854962485,1.520957932,0.9014542590000001
2014-08-10 00:00:00,0.0,9.82,9.95,9.5,9.54,-0.022540328620915595,680701442.0,6629035439.0,142363000000.0,177954000000.0,0.04561502466708344,79.19881566,2014/3/31 0:00,2014/4/30 0:00,4.46865352,1.813151021,1.48667504,0.881135184
2014-08-17 00:00:00,0.0,9.57,9.73,9.53,9.68,0.0146733973904154,463793694.0,4470647924.0,144452000000.0,180566000000.0,0.031079687078891256,80.36093135,2014/6/30 0:00,2014/8/14 0:00,4.0858298060000005,1.617219788,6.773998753,0.827077642
2014-08-24 00:00:00,0.0,9.69,9.81,9.43,9.54,-0.014462879047060562,460986294.0,4436440757.0,142363000000.0,177954000000.0,0.03089151847572754,79.19868092,2014/6/30 0:00,2014/8/14 0:00,4.026736943,1.593830134,6.676027228,0.8151157179999999
2014-08-31 00:00:00,0.0,9.52,9.53,9.36,9.47,-0.007337235899978589,354609266.0,3347134476.0,141319000000.0,176648000000.0,0.02376290342430954,78.61758151,2014/6/30 0:00,2014/8/14 0:00,3.997191825,1.582135826,6.627043642,0.809135022
2014-09-07 00:00:00,0.0,9.49,9.78,9.44,9.74,0.028510899817390634,551717019.0,5314704166.0,145348000000.0,181685000000.0,0.036971432459063765,80.85903951,2014/6/30 0:00,2014/8/14 0:00,4.11115536,1.6272439419999998,6.815986618999999,0.83220419
2014-09-14 00:00:00,0.0,9.75,9.82,9.53,9.6,-0.014373489264964734,435585267.0,4199944978.0,143259000000.0,179073000000.0,0.029189220664670282,79.69681297,2014/6/30 0:00,2014/8/14 0:00,4.052063713,1.603854769,6.718017109,0.820242512
2014-09-21 00:00:00,0.0,9.56,9.91,9.51,9.85,0.02604091192306468,943772082.0,9156996390.0,146989000000.0,183737000000.0,0.06324388224765118,81.77219066,2014/6/30 0:00,2014/8/14 0:00,4.1575831469999995,1.645620609,6.892960400000001,0.841602375
2014-09-28 00:00:00,0.0,9.83,9.83,9.59,9.72,-0.013198029645764997,614223006.0,5959170622.0,145049000000.0,181312000000.0,0.04116021219256941,80.69295886,2014/6/30 0:00,2014/8/14 0:00,4.102711241000001,1.62390166,6.801986905,0.830494882
2014-10-05 00:00:00,0.0,9.75,9.81,9.7,9.75,0.0030857821250001027,226856289.0,2212103528.0,145497000000.0,181871000000.0,0.01520202353141302,80.94195975,2014/6/30 0:00,2014/8/14 0:00,4.115371314,1.628912666,6.822976354,0.833057608
2014-10-12 00:00:00,0.0,9.78,9.94,9.73,9.83,0.008205558247247113,406722847.0,4000374012.0,146691000000.0,183364000000.0,0.027255152572482295,81.60613372,2014/6/30 0:00,2014/8/14 0:00,4.149140233,1.642278804,6.878962683999999,0.839893311
2014-10-19 00:00:00,0.0,9.79,10.04,9.64,9.85,0.00203561155224663,785143105.0,7717191622.0,146989000000.0,183737000000.0,0.052613866236589125,81.77225209999999,2014/6/30 0:00,2014/8/14 0:00,4.157586271,1.6456218459999998,6.89296558,0.841603007
2014-10-26 00:00:00,0.0,9.93,9.95,9.66,9.68,-0.01725785120703982,537830512.0,5275337606.0,144452000000.0,180566000000.0,0.03604103339628388,80.36103874,2014/6/30 0:00,2014/8/14 0:00,4.085835266,1.6172219490000002,6.774007806,0.8270787479999999
2014-11-02 00:00:00,0.0,9.62,10.38,9.4,10.2,0.05371879709755456,1068869409.0,10519567040.0,152212000000.0,190265000000.0,0.07162686234856647,84.67793708,2014/9/30 0:00,2014/10/31 0:00,4.144840223,1.635201594,2.211226789,0.822442687
2014-11-09 00:00:00,0.0,10.25,10.39,9.95,10.18,-0.0019606916661968343,1078122895.0,10923988812.0,151914000000.0,189892000000.0,0.07224673875416354,84.51190975,2014/9/30 0:00,2014/10/31 0:00,4.136713469,1.6319954680000002,2.206891255,0.8208301309999999
2014-11-16 00:00:00,0.0,10.53,11.38,10.42,10.9,0.07072736661492862,1983832743.0,21565141276.0,162658000000.0,203323000000.0,0.13294013758130555,90.48921458,2014/9/30 0:00,2014/10/31 0:00,4.429292319,1.74742221,2.362978862,0.8788852840000001
2014-11-23 00:00:00,0.0,10.94,11.08,10.37,10.79,-0.010090905583569953,987147516.0,10478730442.0,161017000000.0,201271000000.0,0.06615029281156647,89.57609646,2014/9/30 0:00,2014/10/31 0:00,4.384596748,1.7297891369999998,2.339134265,0.870016536
2014-11-30 00:00:00,0.0,10.57,12.48,10.45,12.4,0.14921155577389378,2487724897.0,28355610024.0,185042000000.0,231303000000.0,0.16670695692221224,102.9418852,2014/9/30 0:00,2014/10/31 0:00,5.038829251,1.987893665,2.6881601280000003,0.9998330559999999
2014-12-07 00:00:00,0.0,12.45,14.0,12.03,13.53,0.09112867793054691,3506892127.0,45237072045.0,201905000000.0,252381000000.0,0.23500285024298556,112.32284309999999,2014/9/30 0:00,2014/10/31 0:00,5.498011099,2.169047787,2.9331286060000004,1.090946521
2014-12-14 00:00:00,0.0,13.39,14.16,12.21,12.98,-0.04065059605750765,2946518594.0,39226226347.0,193698000000.0,242122000000.0,0.19745072922859297,107.7568525,2014/9/30 0:00,2014/10/31 0:00,5.27451367,2.080874701,2.81389518,1.046598895
2014-12-21 00:00:00,0.0,12.8,14.39,12.46,14.09,0.08551669753571223,2579289065.0,35086579319.0,210262000000.0,262827000000.0,0.1728423724964568,116.9718627,2014/9/30 0:00,2014/10/31 0:00,5.72557266,2.258824234,3.054530203,1.136100576
2014-12-28 00:00:00,0.0,14.18,15.2,13.31,14.77,0.048260812680203546,2465312863.0,35307324015.0,220409000000.0,275512000000.0,0.1652050097160733,122.6170199,2014/9/30 0:00,2014/10/31 0:00,6.00189345,2.367836927,3.2019443130000003,1.190929713
